loss,val_loss
0.6213430762290955,0.105167917907238
0.11903197318315506,0.07351367175579071
0.09025167673826218,0.06593815982341766
0.0752662941813469,0.04928095266222954
0.06778042763471603,0.04530385136604309
0.06313379853963852,0.04346468299627304
0.060294121503829956,0.041191134601831436
0.05760926753282547,0.044007446616888046
0.05527438968420029,0.037855058908462524
0.053960517048835754,0.03774670511484146
0.05209603160619736,0.03683381900191307
0.051579106599092484,0.041529472917318344
0.05000084638595581,0.03477855399250984
0.04865533113479614,0.03538931906223297
0.048584628850221634,0.03463108837604523
0.0466010682284832,0.03315436467528343
0.04526660591363907,0.03566639870405197
0.04486405476927757,0.03271535038948059
0.04387303814291954,0.03172618895769119
0.0430581159889698,0.03168497607111931
0.04219390079379082,0.03111242689192295
0.043353479355573654,0.034184280782938004
0.04176563769578934,0.030932525172829628
0.04048959165811539,0.02949957549571991
0.039877086877822876,0.03015424683690071
0.040969833731651306,0.029052013531327248
0.03920551389455795,0.028561383485794067
0.03838757798075676,0.027458244934678078
0.037690967321395874,0.02679288759827614
0.03984754532575607,0.029184192419052124
0.03822237253189087,0.029574913904070854
0.037195269018411636,0.029407557100057602
0.03627723082900047,0.026849128305912018
0.03598790615797043,0.026613829657435417
0.03470205143094063,0.02512640692293644
0.03442394733428955,0.024817172437906265
0.03363177180290222,0.024982165545225143
0.033667415380477905,0.023460106924176216
0.03235606849193573,0.02329789102077484
0.03284386545419693,0.023114565759897232
0.03277239575982094,0.024082303047180176
0.031098952516913414,0.022478267550468445
0.031233102083206177,0.022509990260004997
0.03072712942957878,0.024207673966884613
0.03107924945652485,0.02613258734345436
0.029622795060276985,0.021837208420038223
0.029868613928556442,0.021362803876399994
0.029020575806498528,0.021434683352708817
0.029457908123731613,0.021319475024938583
0.02875235676765442,0.023542579263448715
0.02914666384458542,0.019814811646938324
0.028524864464998245,0.019763369113206863
0.027772005647420883,0.019788287580013275
0.027945436537265778,0.01959499530494213
0.027283044531941414,0.019765645265579224
0.02697167918086052,0.019801491871476173
0.027281606569886208,0.01873956248164177
0.02702050656080246,0.01880011335015297
0.026276186108589172,0.019502101466059685
0.026175925508141518,0.019138144329190254
0.025704272091388702,0.018616007640957832
0.025926491245627403,0.020003190264105797
0.025318680331110954,0.01849404349923134
0.025776030495762825,0.01796393282711506
0.025208905339241028,0.017604904249310493
0.02474714070558548,0.017859311774373055
0.02444305270910263,0.017417989671230316
0.024926062673330307,0.017589252442121506
0.024247396737337112,0.01735706254839897
0.024521660059690475,0.017232220619916916
0.023714300245046616,0.02109854854643345
0.0235277246683836,0.017632663249969482
0.02378731593489647,0.01684006303548813
0.023705236613750458,0.016772951930761337
0.023082533851265907,0.016471732407808304
0.022914616391062737,0.016548847779631615
0.022844893857836723,0.016800621524453163
0.022699473425745964,0.015858111903071404
0.022674065083265305,0.016888873651623726
0.022285334765911102,0.015818137675523758
0.02215084247291088,0.01590009033679962
0.022045116871595383,0.016802797093987465
0.02232823520898819,0.016844242811203003
0.021662861108779907,0.016194453462958336
0.021704040467739105,0.016445377841591835
0.02163608931005001,0.01700715534389019
0.02170204557478428,0.015253817662596703
0.021577537059783936,0.015006803907454014
0.021066656336188316,0.01520311925560236
0.021075211465358734,0.016017571091651917
0.020840300247073174,0.016008926555514336
0.02076934091746807,0.017397070303559303
0.020786939188838005,0.014652956277132034
0.020620951429009438,0.01495823822915554
0.020565511658787727,0.01492167729884386
0.0201655812561512,0.015167414210736752
0.02017461135983467,0.01563321240246296
0.020163070410490036,0.014561116695404053
0.01984456740319729,0.014454354532063007
0.01998669095337391,0.014155811630189419
0.019900266081094742,0.015404154546558857
0.019474349915981293,0.014826526865363121
0.019492873921990395,0.015035328455269337
0.019302917644381523,0.014253241010010242
0.019200263544917107,0.014707110822200775
0.019256379455327988,0.014037689194083214
0.019221516326069832,0.014265861362218857
0.01877428963780403,0.014130371622741222
0.018809981644153595,0.013786517083644867
0.018871434032917023,0.013863802887499332
0.018839962780475616,0.015968378633260727
0.018789416179060936,0.014364776201546192
0.01866496540606022,0.01387760415673256
0.01851927861571312,0.01413637213408947
0.018128450959920883,0.013899032957851887
0.018386589363217354,0.013846173882484436
0.018201669678092003,0.01340702548623085
0.018433379009366035,0.013261399231851101
0.017910027876496315,0.013372472487390041
0.017831530421972275,0.013582789339125156
0.0178369227796793,0.013412698172032833
0.017646655440330505,0.014312190003693104
0.017963137477636337,0.01340698916465044
0.017644165083765984,0.013793540187180042
0.01759202405810356,0.015547973103821278
0.017275294288992882,0.013023141771554947
0.01755042001605034,0.012799846939742565
0.0171989556401968,0.013552551157772541
0.01722761057317257,0.01289929635822773
0.017136109992861748,0.013682017102837563
0.016943860799074173,0.014115254394710064
0.01730845309793949,0.015818346291780472
0.016769835725426674,0.013450207188725471
0.016784315928816795,0.01269296184182167
0.01669255644083023,0.014169675298035145
0.01651664823293686,0.013019437901675701
0.016627687960863113,0.012674225494265556
0.01641412265598774,0.012812687084078789
0.016604069620370865,0.012280951254069805
0.016328871250152588,0.012607741169631481
0.016342666000127792,0.01261716615408659
0.015989700332283974,0.012217058800160885
0.016281094402074814,0.012600792571902275
0.01661496050655842,0.012389189563691616
0.016369448974728584,0.01218805555254221
0.015882130712270737,0.012547112070024014
0.015917928889393806,0.012418482452630997
0.015914063900709152,0.01279220450669527
0.015745477750897408,0.012501447461545467
0.01573440432548523,0.012283680960536003
0.015666469931602478,0.012038099579513073
0.015728479251265526,0.012167644686996937
0.015301576815545559,0.012056387029588223
0.01544700562953949,0.012090678326785564
0.015346046537160873,0.011920949444174767
0.01525873877108097,0.012325954623520374
0.015406467020511627,0.012084398418664932
0.015206391923129559,0.01236359216272831
0.015304403379559517,0.012274147942662239
0.014921654015779495,0.011988458223640919
0.014958789572119713,0.011891400441527367
0.014908499084413052,0.01190047524869442
0.014858294278383255,0.012197288684546947
0.015501795336604118,0.012107912451028824
0.014766417443752289,0.011857674457132816
0.014635447412729263,0.012006819248199463
0.014811080880463123,0.012930503115057945
0.0147072309628129,0.012266351841390133
0.014696984551846981,0.011567621491849422
0.014426345936954021,0.011606725864112377
0.01450197584927082,0.01263986062258482
0.014425021596252918,0.012739063240587711
0.014268209226429462,0.011650490574538708
0.014436457306146622,0.012098578736186028
0.01538676954805851,0.011926405131816864
0.014525024220347404,0.011647048406302929
0.014368688687682152,0.011563978157937527
0.014203968457877636,0.011310812085866928
0.014109432697296143,0.01134722400456667
